Género,Embarque en Línea,Servicio a Bordo,Servicio de Espacio para las Piernas,Manejo de Equipaje,Servicio de Registro,Servicio en Vuelo,cleanliness,Retraso en la Salida en Minutos,Retraso en la Llegada en Minutos
,3,5,3,4,3,5,4,36,29.0
,4,2,1,3,4,3,5,0,0.0
,4,1,5,4,3,3,4,1,0.0
,1,1,1,4,2,3,3,0,0.0
,3,4,3,2,3,2,1,17,12.0
,4,5,5,5,4,5,3,5,0.0
,4,1,2,1,1,5,4,0,0.0
,2,3,2,5,2,5,2,0,19.0
,5,4,5,4,4,5,2,0,0.0
,3,4,2,5,3,4,5,0,0.0
,4,2,1,2,4,2,5,0,0.0
,2,4,5,5,1,5,4,0,0.0
,4,5,2,5,3,4,5,112,109.0
,1,3,4,4,4,5,5,0,5.0
,2,1,2,4,4,3,3,58,48.0
,4,3,2,3,1,4,3,20,14.0
,4,1,3,3,4,3,4,1,0.0
,5,4,4,4,5,4,5,17,13.0
,3,2,4,3,1,3,3,0,4.0
,5,5,2,5,5,5,3,50,34.0
,5,5,2,5,4,5,4,0,19.0
,5,4,4,4,5,4,4,0,0.0
,5,4,1,4,4,4,4,0,2.0
,3,3,5,5,4,5,5,0,4.0
,4,3,1,2,1,5,4,11,0.0
,1,3,2,2,4,2,4,1,0.0
,3,3,3,3,5,3,1,0,0.0
,1,3,3,3,3,3,3,14,4.0
,5,2,5,5,3,4,5,0,0.0
,5,2,2,2,5,2,4,0,0.0
,1,2,2,3,2,4,1,0,0.0
,4,1,4,1,3,1,4,0,0.0
,4,4,4,4,5,4,4,27,20.0
,5,3,2,3,5,3,5,0,0.0
,4,4,4,4,4,4,4,65,100.0
,4,5,4,5,4,4,3,0,0.0
,1,3,4,5,4,4,5,17,0.0
,3,4,3,3,2,3,3,33,26.0
,0,4,3,4,5,5,1,0,0.0
,2,1,3,2,2,4,5,6,0.0
,2,3,4,4,1,4,4,68,66.0
,4,5,5,5,4,5,4,19,16.0
,4,2,2,2,2,2,4,0,0.0
,4,3,4,1,4,4,4,0,0.0
,2,2,1,4,5,1,3,0,0.0
,2,4,5,3,1,3,5,0,0.0
,2,4,1,1,4,2,2,28,8.0
,5,5,1,3,1,1,5,0,0.0
,3,5,2,4,5,5,4,0,0.0
,4,4,4,3,4,4,3,0,0.0
,5,4,4,4,5,3,5,0,24.0
,4,2,3,2,5,2,5,53,68.0
,5,4,4,4,3,4,5,0,12.0
,5,5,5,5,4,5,5,0,9.0
,3,4,3,2,4,2,2,0,0.0
,3,3,4,5,3,4,4,0,0.0
,5,4,4,4,3,4,3,0,0.0
,5,1,2,3,4,4,3,5,4.0
,4,2,1,4,4,4,4,30,32.0
,4,4,5,4,3,5,4,0,0.0
,5,4,0,5,5,4,5,16,11.0
,3,1,2,1,3,1,4,61,60.0
,5,4,4,4,3,4,5,21,24.0
,4,1,5,3,2,3,1,2,7.0
,1,3,3,3,2,3,4,62,51.0
,1,4,4,5,5,4,2,11,1.0
,3,2,3,2,2,2,4,15,5.0
,2,4,2,4,1,4,4,15,15.0
,5,5,5,5,4,5,5,0,0.0
,2,5,4,1,2,3,2,13,16.0
,4,4,5,4,5,4,3,11,4.0
,4,3,3,3,4,3,5,0,0.0
,2,5,2,5,3,5,4,0,0.0
,2,1,3,3,4,3,4,8,0.0
,3,5,2,1,1,3,3,0,0.0
,2,3,4,3,1,4,4,48,50.0
,2,1,4,3,4,3,4,3,0.0
,2,3,3,3,4,3,2,0,0.0
,2,3,3,5,3,5,1,0,0.0
,2,4,2,1,4,2,3,18,11.0
,1,4,4,4,2,4,5,1,0.0
,1,4,3,5,4,4,4,2,0.0
,5,4,4,5,3,4,3,13,18.0
,3,3,2,2,3,1,2,0,0.0
,0,3,4,4,3,5,4,0,0.0
,4,4,2,2,3,1,4,0,0.0
,4,4,4,4,3,4,4,0,0.0
,4,4,5,3,1,2,4,0,0.0
,5,1,4,1,5,1,3,20,21.0
,0,2,1,3,4,3,1,0,0.0
,4,5,5,5,4,5,5,0,0.0
,4,2,2,2,3,2,1,0,0.0
,2,3,2,4,1,4,3,125,126.0
,5,5,5,5,5,5,3,3,3.0
,4,2,2,2,3,2,3,0,0.0
,2,4,3,4,4,4,4,31,24.0
,4,4,4,4,3,4,5,0,3.0
,2,3,5,3,1,3,4,0,0.0
,4,5,1,2,3,4,4,0,3.0
,3,4,3,5,5,4,3,0,5.0
,2,1,5,3,3,3,2,0,0.0
,4,4,4,4,3,4,4,1,0.0
,5,3,3,4,5,5,2,0,0.0
,4,4,4,4,5,4,2,0,0.0
,5,4,2,5,5,4,1,0,1.0
,2,2,2,2,1,2,3,29,30.0
,4,3,2,3,3,1,5,39,50.0
,3,3,4,5,5,4,3,0,26.0
,3,4,5,4,4,4,2,0,0.0
,3,1,1,3,1,1,1,75,79.0
,2,3,5,3,4,3,2,37,53.0
,5,5,2,4,4,4,5,0,0.0
,0,3,5,5,3,4,1,0,11.0
,2,3,1,3,3,1,3,0,0.0
,5,5,2,4,5,5,4,0,0.0
,4,2,4,3,1,4,4,0,0.0
,3,3,3,3,2,3,4,0,0.0
,4,3,3,3,3,3,3,7,0.0
,4,4,4,4,5,4,5,0,0.0
,4,5,5,5,5,5,4,0,0.0
,5,5,5,5,4,5,4,0,0.0
,1,2,4,4,3,4,1,9,2.0
,1,3,3,5,3,2,4,0,9.0
,4,2,5,5,1,4,4,4,2.0
,2,4,4,5,3,5,2,12,0.0
,3,4,4,4,3,4,2,6,0.0
,4,4,4,4,4,4,4,26,9.0
,5,4,4,4,3,4,5,0,0.0
,2,1,3,4,4,4,1,0,0.0
,5,5,5,5,3,5,5,20,26.0
,5,4,5,4,3,5,1,0,0.0
,1,3,4,5,4,5,1,12,3.0
,4,4,4,4,3,4,4,0,1.0
,3,3,3,5,3,4,5,30,23.0
,5,3,4,3,5,3,5,0,0.0
,5,1,4,1,5,1,3,0,0.0
,2,5,5,2,3,4,2,7,0.0
,3,2,1,2,4,2,3,20,0.0
,4,5,5,5,5,5,5,33,29.0
,3,3,4,4,4,4,3,0,0.0
,3,5,3,5,5,5,2,0,0.0
,3,3,3,4,5,5,4,0,0.0
,3,1,3,3,3,3,3,21,9.0
,4,3,0,3,4,3,4,0,0.0
,5,4,4,4,4,4,5,0,0.0
,4,4,5,1,3,1,1,0,3.0
,1,4,4,4,4,3,2,103,75.0
,0,3,1,4,3,4,3,3,0.0
,5,4,4,4,4,4,5,8,13.0
,5,5,4,5,4,5,4,0,0.0
,1,1,3,1,4,5,3,2,0.0
,5,2,2,2,3,2,5,0,0.0
,2,1,2,3,4,3,2,7,0.0
,5,3,3,3,4,3,3,0,0.0
,1,3,2,2,1,2,1,23,38.0
,4,5,2,5,5,4,5,0,0.0
,4,3,3,5,3,1,4,53,31.0
,4,3,3,3,3,3,4,0,0.0
,2,5,2,5,4,4,2,0,0.0
,2,4,2,3,4,4,1,3,0.0
,1,1,3,4,1,3,5,0,0.0
,3,1,1,1,1,1,4,0,2.0
,3,2,2,2,3,2,4,4,0.0
,4,5,4,4,4,5,4,19,14.0
,5,4,2,1,3,4,5,0,0.0
,4,1,3,3,4,3,4,10,0.0
,4,3,3,4,4,4,4,23,1.0
,1,3,4,5,3,4,3,0,0.0
,1,3,3,3,3,3,3,32,31.0
,4,5,2,4,4,5,4,0,0.0
,3,3,2,3,2,2,1,0,0.0
,5,3,4,3,3,3,5,3,0.0
,4,5,2,4,5,5,1,2,0.0
,3,3,2,3,2,3,1,28,33.0
,5,5,5,5,2,5,3,0,0.0
,5,4,5,4,4,4,4,0,0.0
,3,3,5,3,3,4,3,18,16.0
,4,5,5,5,3,5,5,1,0.0
,2,3,2,4,2,4,2,0,5.0
,2,3,2,4,3,4,3,0,0.0
,3,3,3,3,1,3,4,15,10.0
,5,5,3,4,5,4,5,6,4.0
,2,4,3,4,4,4,4,0,0.0
,5,4,4,4,4,4,4,69,64.0
,2,3,5,5,2,5,4,16,8.0
,3,3,2,4,4,3,1,11,13.0
,3,4,4,4,2,4,2,0,0.0
,2,5,3,4,5,5,3,0,0.0
,2,3,4,3,2,4,2,0,0.0
,4,4,5,5,2,4,2,0,8.0
,3,2,3,4,1,4,3,0,0.0
,2,4,1,3,3,5,3,9,17.0
,4,5,5,5,4,5,4,0,0.0
,5,5,5,5,4,5,4,0,0.0
,5,5,5,5,3,5,3,82,89.0
,2,3,1,3,3,3,5,29,26.0
,1,3,2,3,2,4,4,0,4.0
,1,3,4,3,3,3,3,0,0.0
,1,4,4,4,3,4,4,0,8.0
,2,4,2,5,4,5,2,0,0.0
,4,5,4,5,5,5,4,25,44.0
,3,2,1,2,4,2,1,0,0.0
,2,1,2,5,4,5,5,0,0.0
,5,2,2,2,5,2,4,0,10.0
,5,5,4,5,5,5,4,0,0.0
,5,2,2,2,5,2,3,0,0.0
,2,3,5,4,4,5,3,0,0.0
,4,3,4,3,5,5,4,40,29.0
,3,2,1,1,1,1,3,0,0.0
,1,2,3,5,1,1,1,103,120.0
,5,3,3,3,4,3,4,0,0.0
,4,2,2,2,2,2,4,0,0.0
,4,4,1,5,1,5,5,0,1.0
,4,4,4,4,4,4,5,0,0.0
,2,3,4,5,5,4,1,1,9.0
,3,3,2,2,4,3,5,0,8.0
,5,3,1,3,4,3,2,0,5.0
,3,4,4,1,1,1,3,0,0.0
,2,2,5,3,4,4,2,0,0.0
,0,5,2,5,4,5,3,62,68.0
,1,5,5,5,2,5,5,0,0.0
,4,5,4,5,5,4,5,0,0.0
,4,3,2,3,3,3,4,0,0.0
,2,4,5,4,5,5,2,6,10.0
,4,5,5,5,3,5,5,1,44.0
,3,3,2,4,5,5,2,0,0.0
,4,3,4,5,4,3,4,141,116.0
,5,4,4,4,5,4,3,2,0.0
,4,1,5,3,1,5,4,0,0.0
,1,4,4,4,4,4,3,0,0.0
,2,3,5,3,3,3,2,0,0.0
,2,4,4,4,3,4,4,0,0.0
,4,5,5,5,4,5,4,0,0.0
,3,2,3,2,1,3,4,73,63.0
,4,4,1,4,3,4,1,42,37.0
,4,3,5,4,5,4,4,11,0.0
,3,3,1,4,3,4,2,61,50.0
,4,4,4,4,3,4,4,0,3.0
,3,1,4,5,5,3,5,0,0.0
,3,5,4,5,4,5,5,1,0.0
,3,3,3,5,5,5,2,0,1.0
,4,4,2,2,5,5,4,0,0.0
,4,2,3,3,2,4,4,0,16.0
,3,4,1,1,2,1,2,70,85.0
,3,4,4,4,3,4,1,0,0.0
,3,3,2,3,1,3,4,7,11.0
,4,3,2,2,3,3,3,10,3.0
,4,3,4,3,3,1,4,0,8.0
,4,3,1,4,4,5,4,29,25.0
,2,3,4,2,4,2,5,24,3.0
,5,5,5,5,4,5,3,1,0.0
,5,3,2,3,5,3,5,22,14.0
,5,4,4,4,2,1,5,15,16.0
,3,2,2,2,2,2,4,105,99.0
,4,5,2,2,2,3,4,0,3.0
,3,1,5,3,3,4,1,0,0.0
,4,5,2,4,4,5,4,0,0.0
,0,4,4,4,5,5,3,0,0.0
,1,2,3,3,3,4,5,0,8.0
,4,4,1,2,4,1,4,180,206.0
,5,2,4,1,5,5,4,0,0.0
,5,3,3,3,3,3,5,0,0.0
,2,3,4,3,2,1,2,4,21.0
,3,4,4,4,3,4,4,0,0.0
,2,2,2,2,4,2,4,0,0.0
,4,1,1,1,5,1,3,0,0.0
,4,3,1,5,4,5,4,0,2.0
,2,1,3,4,2,4,2,40,38.0
,1,5,5,4,4,4,3,0,0.0
,4,5,3,5,4,5,4,9,0.0
,4,4,4,4,4,5,4,0,1.0
,3,3,2,4,3,3,2,39,31.0
,2,4,3,2,4,2,3,0,0.0
,1,4,5,4,5,4,4,0,0.0
,4,3,5,5,4,5,1,42,24.0
,4,2,2,2,4,2,4,64,53.0
,2,4,5,4,3,4,5,0,5.0
,4,4,4,4,5,4,3,28,15.0
,3,5,5,3,4,5,4,0,0.0
,2,3,3,3,3,3,2,8,9.0
,2,3,5,4,1,3,4,6,9.0
,4,4,2,4,3,4,5,0,0.0
,3,2,4,4,4,3,5,0,0.0
,3,1,4,4,1,4,3,0,0.0
,3,2,1,3,3,3,4,0,0.0
,2,3,5,4,2,4,1,0,0.0
,4,4,4,4,3,1,4,0,0.0
,5,3,3,3,4,3,5,0,0.0
,5,4,4,1,2,1,5,48,47.0
,3,2,4,3,2,4,5,4,0.0
,3,4,2,3,2,3,3,0,0.0
,4,5,5,5,4,5,4,0,0.0
,1,4,3,4,4,4,5,0,11.0
,5,5,5,5,4,5,5,32,24.0
,5,5,4,5,4,4,1,0,1.0
,2,4,4,4,3,3,2,0,0.0
,4,2,5,4,1,5,3,0,28.0
,4,4,4,4,1,4,1,87,87.0
,5,5,5,5,3,5,3,15,22.0
,1,4,4,4,5,4,5,0,0.0
,5,3,4,4,1,1,2,2,15.0
,3,3,5,5,5,4,5,68,55.0
,3,4,3,5,5,5,2,0,0.0
,2,5,5,5,1,5,3,0,0.0
,4,2,5,3,3,4,3,0,0.0
,5,3,4,3,3,3,4,0,0.0
,4,3,5,4,3,4,4,0,78.0
,2,2,2,2,1,3,5,0,0.0
,4,5,2,1,5,5,2,0,0.0
,5,5,5,3,5,5,4,0,0.0
,1,5,5,5,4,5,4,7,10.0
,2,5,4,3,5,5,2,0,0.0
,3,5,1,5,3,5,5,0,0.0
,3,5,2,5,5,5,5,0,0.0
,5,3,4,3,1,3,4,0,1.0
,5,3,3,3,4,3,4,6,2.0
,5,5,2,5,3,5,3,0,0.0
,4,5,5,5,4,5,4,0,0.0
,3,4,5,5,3,4,2,0,0.0
,5,1,1,4,4,4,5,83,85.0
,4,4,4,5,1,4,3,0,3.0
,0,5,4,4,4,3,4,0,0.0
,3,1,5,2,4,2,2,0,0.0
,3,4,1,4,4,4,3,17,15.0
,2,4,3,5,4,5,5,0,0.0
,3,2,4,4,2,3,3,0,0.0
,4,3,3,5,5,3,4,52,40.0
,5,5,5,5,5,5,5,4,0.0
,3,3,5,5,3,1,3,145,140.0
,4,5,4,3,4,4,5,0,0.0
,3,5,0,5,2,5,2,0,1.0
,4,4,4,5,4,5,4,0,3.0
,5,5,5,5,3,5,1,0,0.0
,2,5,2,3,3,2,2,0,0.0
,4,4,4,3,3,3,4,0,0.0
,4,4,4,4,5,4,4,15,0.0
,0,3,1,1,2,1,5,0,0.0
,4,1,2,1,5,1,5,7,12.0
,4,4,5,4,2,4,4,1,3.0
,4,3,2,4,4,5,4,0,0.0
,2,3,4,5,3,5,5,0,0.0
,1,1,3,3,4,3,3,0,0.0
,1,1,4,4,1,4,2,0,0.0
,4,3,2,4,4,5,4,0,0.0
,2,3,3,4,2,4,2,12,11.0
,4,1,5,3,4,1,4,116,160.0
,1,1,5,4,4,4,3,0,0.0
,4,5,4,5,3,5,2,10,10.0
,1,5,5,5,1,5,1,0,0.0
,3,4,5,4,4,5,4,0,0.0
,2,4,1,1,5,3,4,0,19.0
,3,5,0,2,4,5,2,0,0.0
,3,4,4,4,3,4,5,0,0.0
,5,5,5,5,4,5,5,20,3.0
,2,2,5,1,4,1,5,37,42.0
,4,5,5,5,3,5,5,0,0.0
,3,2,2,2,3,2,4,0,0.0
,4,5,1,2,3,5,5,0,0.0
,2,1,4,4,3,3,2,112,110.0
,4,5,1,5,5,5,3,21,19.0
,5,4,4,4,4,4,5,19,13.0
,3,3,3,3,3,3,4,0,0.0
,4,4,4,4,4,4,4,0,0.0
,5,4,4,4,4,4,1,0,0.0
,2,4,4,2,3,4,2,8,10.0
,5,5,5,5,5,5,4,0,0.0
,1,4,3,3,2,4,5,30,24.0
,3,5,2,5,3,5,5,0,0.0
,3,4,4,2,1,4,3,12,7.0
,4,4,4,4,1,4,4,0,0.0
,4,4,4,4,1,4,5,52,86.0
,3,2,3,2,4,2,4,57,58.0
,5,3,5,4,1,4,5,0,0.0
,4,4,2,2,1,1,4,0,0.0
,1,4,1,2,2,3,3,0,0.0
,1,5,5,3,4,5,4,0,7.0
,1,4,5,2,2,3,1,109,110.0
,1,5,5,5,5,5,1,0,0.0
,5,4,3,5,3,5,5,0,0.0
,5,4,4,4,4,4,4,0,0.0
,1,4,3,4,4,4,4,0,0.0
,3,3,4,5,3,5,5,0,0.0
,5,2,1,4,2,3,5,10,0.0
,2,2,3,4,2,3,2,0,0.0
,4,2,2,2,2,2,3,0,0.0
,5,5,5,5,3,5,3,50,98.0
,3,1,5,4,1,2,1,34,26.0
,5,4,4,4,3,4,4,60,53.0
,2,4,3,5,2,3,5,57,52.0
,4,4,4,4,5,4,4,0,0.0
,4,5,5,5,5,5,5,20,2.0
,4,4,2,4,4,4,5,0,0.0
,5,4,1,4,2,4,1,0,0.0
,4,4,3,4,3,5,4,0,0.0
,2,5,5,5,3,4,1,0,0.0
,5,4,4,4,4,4,5,7,0.0
,4,3,1,2,1,4,4,2,7.0
,4,2,4,5,1,1,4,0,0.0
,2,4,1,4,4,4,1,37,37.0
,1,4,4,4,5,4,3,36,18.0
,3,5,5,5,4,5,3,30,13.0
,1,1,1,2,2,2,5,0,0.0
,1,4,4,4,4,4,5,0,3.0
,5,4,1,4,3,3,4,0,0.0
,3,1,1,1,3,1,3,0,0.0
,4,1,5,3,4,4,4,0,5.0
,5,4,4,4,4,4,5,1,0.0
,5,2,2,2,5,2,3,2,0.0
,5,1,2,1,4,1,3,7,8.0
,5,4,4,4,1,4,2,0,0.0
,5,5,3,4,3,4,5,0,0.0
,5,4,3,4,4,4,3,0,6.0
,2,3,4,5,5,4,5,0,0.0
,4,2,1,3,2,4,4,30,28.0
,2,3,4,5,3,5,3,0,0.0
,3,2,3,3,3,4,3,240,298.0
,4,5,5,5,5,5,4,0,0.0
,1,2,2,2,5,2,3,59,57.0
,3,4,4,4,4,4,2,3,0.0
,3,1,2,4,2,3,3,0,0.0
,4,2,3,2,4,2,5,0,0.0
,2,2,2,2,1,2,3,20,22.0
,4,3,1,3,1,4,3,86,69.0
,5,5,5,5,5,5,3,8,6.0
,5,3,4,4,4,4,5,92,69.0
,4,3,3,3,4,3,2,7,0.0
,3,3,3,3,4,3,3,67,86.0
,2,3,4,3,4,3,2,0,8.0
,2,2,5,3,4,3,2,0,0.0
,4,3,3,3,5,3,5,0,0.0
,2,5,4,5,4,5,4,85,77.0
,2,4,3,4,1,4,1,92,84.0
,1,5,4,4,3,5,4,5,3.0
,5,4,4,4,2,4,5,0,0.0
,5,4,4,4,4,4,3,30,40.0
,2,3,5,1,1,2,4,2,0.0
,3,1,1,1,3,1,3,0,0.0
,3,2,2,2,3,2,2,0,15.0
,5,4,4,1,2,1,2,12,11.0
,4,5,5,4,3,4,5,3,0.0
,5,1,1,1,3,1,3,0,0.0
,3,4,5,5,4,5,5,0,0.0
,1,4,2,3,2,2,1,15,4.0
,4,3,3,4,4,5,4,22,85.0
,3,2,4,5,3,5,4,5,23.0
,4,4,4,4,3,4,3,0,7.0
,1,4,4,4,5,4,2,72,56.0
,4,2,4,3,2,3,1,0,0.0
,3,2,1,2,2,2,3,30,25.0
,4,2,4,5,2,1,3,0,0.0
,5,3,4,3,3,3,1,3,0.0
,2,2,1,4,3,2,1,60,54.0
,3,5,5,5,3,5,4,0,16.0
,5,5,5,5,4,5,5,129,124.0
,1,4,5,4,1,4,1,14,10.0
,3,4,4,3,3,2,3,0,32.0
,3,4,2,4,3,4,1,0,9.0
,5,5,5,5,3,5,5,0,0.0
,1,5,5,5,3,5,2,0,0.0
,3,5,3,4,3,4,5,6,0.0
,4,1,2,1,3,1,2,0,0.0
,4,2,4,2,4,2,3,0,0.0
,3,4,2,1,3,3,5,0,0.0
,3,3,2,4,4,5,4,0,15.0
,3,5,5,5,5,5,5,2,0.0
,5,1,5,1,3,1,4,0,0.0
,3,3,2,4,3,5,3,0,0.0
,4,4,1,4,5,4,5,16,9.0
,5,2,4,2,2,4,5,0,0.0
,4,4,2,4,4,3,4,0,0.0
,5,2,2,4,1,3,5,0,0.0
,3,3,2,5,4,4,3,0,0.0
,2,1,5,3,3,3,3,15,21.0
,3,2,2,2,3,2,3,83,68.0
,1,3,1,3,3,4,5,0,4.0
,4,4,4,4,3,4,4,18,0.0
,4,4,4,4,4,4,4,4,0.0
,5,1,1,2,4,4,5,0,0.0
,4,5,2,4,4,5,5,16,12.0
,2,3,5,3,2,4,2,71,58.0
,0,1,2,1,3,2,4,0,1.0
,4,1,1,1,2,1,1,13,10.0
,4,4,4,4,4,4,5,71,59.0
,5,3,5,3,3,3,3,15,42.0
,3,3,3,5,4,5,2,0,0.0
,4,2,4,2,5,2,1,0,1.0
,5,3,2,2,5,5,4,0,0.0
,3,1,3,3,4,3,4,0,20.0
,3,3,2,4,5,5,4,23,0.0
,1,2,5,3,3,3,1,8,0.0
,4,4,5,4,3,4,4,2,0.0
,1,3,3,1,5,5,4,0,0.0
,2,5,5,5,2,5,4,11,11.0
,3,4,1,4,4,4,2,56,51.0
,3,4,4,2,4,4,5,0,0.0
,5,5,5,4,5,4,5,0,0.0
,4,1,1,1,4,1,2,16,15.0
,3,2,4,3,3,4,2,12,17.0
,4,5,5,5,4,5,5,0,0.0
,5,5,5,5,3,5,1,0,0.0
,3,2,3,2,2,2,2,0,0.0
,0,2,3,5,3,3,3,0,0.0
,5,3,2,5,3,4,2,0,0.0
,1,2,5,4,4,3,5,0,0.0
,1,1,1,3,4,3,4,0,0.0
,5,3,3,5,3,4,4,0,0.0
,5,3,4,5,5,3,5,126,173.0
,3,4,4,4,5,5,4,0,0.0
,3,4,4,4,1,4,1,29,33.0
,4,4,4,4,5,5,4,17,17.0
,4,1,4,2,4,5,4,18,24.0
,5,3,3,3,3,3,3,13,32.0
,3,4,4,4,1,4,2,0,1.0
,3,1,1,1,1,1,3,11,8.0
,2,4,1,4,3,4,3,127,123.0
,5,4,4,4,3,4,3,0,0.0
,3,1,1,4,2,4,4,0,5.0
,5,4,4,4,3,4,4,0,0.0
,1,4,1,4,1,4,4,1,6.0
,5,5,5,5,5,5,4,0,0.0
,2,3,4,5,3,5,2,0,0.0
,2,2,3,3,3,3,5,0,0.0
,4,1,3,3,5,1,4,3,0.0
,2,5,5,3,1,2,3,0,0.0
,2,4,4,4,1,4,2,8,20.0
,1,1,5,4,4,4,1,7,3.0
,1,3,4,3,4,4,3,4,0.0
,4,5,4,4,4,4,2,0,0.0
,1,3,2,5,3,4,2,0,0.0
,5,4,4,4,3,4,5,0,0.0
,3,2,2,2,4,2,2,12,8.0
,5,3,1,2,2,3,5,0,0.0
,5,4,4,4,3,4,4,0,0.0
,1,2,3,4,2,4,3,0,13.0
,5,4,4,4,3,4,5,1,88.0
,4,1,2,1,5,1,3,0,0.0
,2,2,1,3,3,3,3,19,8.0
,4,4,4,4,3,4,5,1,20.0
,1,2,2,3,3,4,1,119,109.0
,2,5,3,5,4,4,2,0,1.0
,5,4,4,4,4,4,2,0,0.0
,2,4,4,2,4,4,1,0,9.0
,5,5,5,5,4,5,4,6,0.0
,4,3,3,3,3,3,4,0,0.0
,2,3,3,3,2,3,2,0,0.0
,3,4,4,5,1,4,2,0,0.0
,3,3,3,3,1,3,4,0,4.0
,0,1,2,2,3,2,1,0,0.0
,3,5,2,5,3,5,5,0,0.0
,5,4,4,4,1,4,3,0,0.0
,1,5,4,3,1,2,3,8,14.0
,4,5,1,3,5,1,5,2,10.0
,3,4,5,1,4,4,5,0,0.0
,3,3,3,3,2,3,3,0,0.0
,5,3,4,4,3,5,3,0,0.0
,3,2,2,3,3,4,3,119,151.0
,5,5,4,4,3,5,2,0,33.0
,3,1,2,3,3,3,3,0,0.0
,4,5,5,5,5,5,3,0,0.0
,4,4,2,5,4,4,5,0,0.0
,5,5,5,5,4,5,4,8,0.0
,1,4,5,4,1,3,1,0,0.0
,4,4,4,4,3,4,3,0,0.0
,4,2,3,4,4,3,4,5,5.0
,3,1,4,4,4,4,2,0,0.0
,5,1,1,4,1,3,5,0,0.0
,3,1,1,2,2,3,3,0,0.0
,1,3,4,4,3,4,5,0,0.0
,4,4,4,4,3,4,4,0,10.0
,5,4,2,4,5,4,2,0,0.0
,4,3,2,3,4,3,3,0,0.0
,3,5,2,5,5,5,4,10,0.0
,5,5,4,5,4,4,5,1,0.0
,1,4,2,3,2,3,2,0,0.0
,4,3,4,3,2,3,2,0,0.0
,1,4,3,3,3,3,2,45,42.0
,3,3,5,4,3,5,3,142,137.0
,4,4,3,4,3,4,5,0,0.0
,1,1,5,1,2,2,1,0,0.0
,3,1,5,4,3,3,3,72,64.0
,2,1,1,3,4,4,3,9,14.0
,4,3,4,1,1,4,2,0,0.0
,3,4,1,3,2,4,5,8,0.0
,2,3,5,1,1,1,5,6,0.0
,3,2,1,3,4,3,4,0,0.0
,4,3,5,5,4,4,4,32,31.0
,2,3,1,2,4,4,5,0,0.0
,3,5,4,5,5,5,2,0,0.0
,4,4,5,4,4,5,1,18,22.0
,4,3,3,3,3,3,1,1,0.0
,3,3,2,4,3,4,2,70,53.0
,2,3,5,3,1,4,5,0,2.0
,5,3,3,3,3,3,5,7,0.0
,2,3,3,4,5,1,4,0,0.0
,2,3,3,3,2,3,1,33,20.0
,4,4,3,4,3,4,5,0,0.0
,5,5,2,1,5,1,5,9,4.0
,1,3,3,5,5,5,4,0,0.0
,5,2,1,2,5,2,4,0,0.0
,5,5,5,4,4,5,4,0,0.0
,5,4,4,4,1,4,4,0,0.0
,4,4,2,5,3,5,4,0,0.0
,5,5,5,5,5,5,5,11,22.0
,5,2,2,5,1,1,5,44,65.0
,3,4,4,4,2,1,1,0,0.0
,3,3,3,3,3,3,3,0,0.0
,4,3,3,3,4,3,1,23,15.0
,1,1,2,2,3,3,5,0,0.0
,2,3,5,5,3,5,4,0,0.0
,4,4,4,4,5,4,5,7,2.0
,3,4,2,4,4,4,1,19,14.0
,0,3,5,5,5,4,2,0,0.0
,2,3,2,4,5,4,4,1,0.0
,2,4,2,4,2,3,2,43,45.0
,1,5,3,5,3,4,2,16,30.0
,1,2,4,3,3,3,1,0,0.0
,4,3,4,3,3,3,4,48,25.0
,1,4,4,4,1,5,1,150,130.0
,4,4,3,4,3,4,4,39,26.0
,4,4,2,4,5,5,4,0,0.0
,5,3,4,4,5,4,4,0,3.0
,5,4,4,4,5,4,4,0,0.0
,4,4,4,4,1,4,3,15,0.0
,2,4,4,4,2,4,5,0,0.0
,4,1,3,3,5,3,4,2,0.0
,4,5,5,4,5,5,5,31,36.0
,5,2,2,5,4,2,5,0,13.0
,4,5,5,5,3,5,4,0,0.0
,5,5,5,5,5,4,5,183,181.0
,2,3,4,4,3,5,3,22,15.0
,1,4,3,2,2,2,5,0,17.0
,4,4,3,3,1,1,1,7,6.0
,4,2,4,2,3,2,4,10,35.0
,5,4,2,5,4,5,5,2,6.0
,4,3,4,3,3,5,4,2,0.0
,2,5,5,5,3,2,4,0,0.0
,4,4,4,4,3,4,3,0,0.0
,4,2,4,3,2,3,5,52,65.0
,3,4,2,3,4,2,4,0,0.0
,4,3,5,4,1,4,4,0,0.0
,4,4,4,4,5,4,4,0,0.0
,4,5,2,5,3,4,5,34,12.0
,5,4,4,4,3,4,3,0,0.0
,3,1,1,1,2,1,1,0,0.0
,3,1,1,4,4,4,2,1,0.0
,5,5,3,3,3,5,5,0,0.0
,5,4,4,4,4,4,3,0,0.0
,4,2,2,2,4,2,4,0,56.0
,2,1,4,3,3,3,2,0,23.0
,5,1,4,2,4,4,5,0,0.0
,5,3,3,5,5,5,5,45,33.0
,4,5,5,5,5,5,4,0,0.0
,3,3,4,4,4,4,2,4,0.0
,4,4,4,4,3,4,4,0,0.0
,2,3,3,5,5,5,2,21,10.0
,4,5,5,5,3,5,4,93,76.0
,3,3,2,3,3,3,1,20,36.0
,4,4,4,4,5,4,3,0,25.0
,5,4,4,4,4,5,2,0,0.0
,4,4,4,4,5,4,4,0,0.0
,3,4,4,1,3,2,2,0,0.0
